Depth,Damage,Type,,,,,,,,,,
1.31,0.0589972617989828,3,,,,,,,,,,
1.32,0.0616139618293945,3,,,,,,,,,,
1.33,0.0643028650213693,3,,,,,,,,,,
1.34,0.0670619435698033,3,,,,,,,,,,
1.35,0.0698891696695929,3,,,,,,,,,,
1.36,0.0727825155156341,3,,,,,,,,,,
1.37,0.0757399533028234,3,,,,,,,,,,
1.38,0.0787594552260569,3,,,,,,,,,,
1.39,0.0818389934802307,3,,,,,,,,,,
1.40,0.0849765402602412,3,,,,,,,,,,
1.41,0.0881700677609847,3,,,,,,,,,,
1.42,0.0914175481773571,3,,,,,,,,,,
1.43,0.094716953704255,3,,,,,,,,,,
1.44,0.0980662565365745,3,,,,,,,,,,
1.45,0.101463428869212,3,,,,,,,,,,
1.46,0.104906442897063,3,,,,,,,,,,
1.47,0.108393270815024,3,,,,,,,,,,
1.48,0.111921884817992,3,,,,,,,,,,
1.49,0.115490257100863,3,,,,,,,,,,
1.50,0.119096359858533,3,,,,,,,,,,
1.51,0.122738165285897,3,,,,,,,,,,
1.52,0.126413645577854,3,,,,,,,,,,
1.53,0.130120772929297,3,,,,,,,,,,
1.54,0.133857519535125,3,,,,,,,,,,
1.55,0.137621857590233,3,,,,,,,,,,
1.56,0.141411759289517,3,,,,,,,,,,
1.57,0.145225196827873,3,,,,,,,,,,
1.58,0.149060142400199,3,,,,,,,,,,
1.59,0.152914595007679,3,,,,,,,,,,
1.60,0.156786689495401,3,,,,,,,,,,
1.61,0.160674603636873,3,,,,,,,,,,
1.62,0.164576515222227,3,,,,,,,,,,
1.63,0.168490602041596,3,,,,,,,,,,
1.64,0.172415041885114,3,,,,,,,,,,
1.65,0.176348012542913,3,,,,,,,,,,
1.66,0.180287691805126,3,,,,,,,,,,
1.67,0.184232257461886,3,,,,,,,,,,
1.68,0.188179887303326,3,,,,,,,,,,
1.69,0.192128759119579,3,,,,,,,,,,
1.70,0.196077050700779,3,,,,,,,,,,
1.71,0.200022939837057,3,,,,,,,,,,
1.72,0.203964604318546,3,,,,,,,,,,
1.73,0.207900221935381,3,,,,,,,,,,
1.74,0.211827970477694,3,,,,,,,,,,
1.75,0.215746027735617,3,,,,,,,,,,
1.76,0.219652571499283,3,,,,,,,,,,
1.77,0.223545779558827,3,,,,,,,,,,
1.78,0.22742382970438,3,,,,,,,,,,
1.79,0.231284899726075,3,,,,,,,,,,
1.80,0.235127167414046,3,,,,,,,,,,
1.81,0.238948810558425,3,,,,,,,,,,
1.82,0.242748006949346,3,,,,,,,,,,
1.83,0.24652293437694,3,,,,,,,,,,
1.84,0.250271770631342,3,,,,,,,,,,
1.85,0.253992693502685,3,,,,,,,,,,
1.86,0.2576838807811,3,,,,,,,,,,
1.87,0.261343510256721,3,,,,,,,,,,
1.88,0.264969759719682,3,,,,,,,,,,
1.89,0.268560806960114,3,,,,,,,,,,
1.90,0.272115742877719,3,,,,,,,,,,
1.91,0.27563850904766,3,,,,,,,,,,
1.92,0.279134651513693,3,,,,,,,,,,
1.93,0.282609717342776,3,,,,,,,,,,
1.94,0.286069253601865,3,,,,,,,,,,
1.95,0.289518807357918,3,,,,,,,,,,
1.96,0.292963925677892,3,,,,,,,,,,
1.97,0.296410155628744,3,,,,,,,,,,
1.98,0.299863044277432,3,,,,,,,,,,
1.99,0.303328138690912,3,,,,,,,,,,
2.00,0.306810985936142,3,,,,,,,,,,
2.01,0.310317133080079,3,,,,,,,,,,
2.02,0.31385212718968,3,,,,,,,,,,
2.03,0.317421515331901,3,,,,,,,,,,
2.04,0.321030844573702,3,,,,,,,,,,
2.05,0.324685661982038,3,,,,,,,,,,
2.06,0.328391514623866,3,,,,,,,,,,
2.07,0.332153949566144,3,,,,,,,,,,
2.08,0.33597851387583,3,,,,,,,,,,
2.09,0.33987075461988,3,,,,,,,,,,
2.10,0.34383621886525,3,,,,,,,,,,
2.11,0.3478804536789,3,,,,,,,,,,
2.12,0.352009006127785,3,,,,,,,,,,
2.13,0.356227423278863,3,,,,,,,,,,
2.14,0.360541252199091,3,,,,,,,,,,
2.15,0.364956039955427,3,,,,,,,,,,
2.16,0.369477333614826,3,,,,,,,,,,
2.17,0.374110680244247,3,,,,,,,,,,
2.18,0.378861626910647,3,,,,,,,,,,
2.19,0.383735720680983,3,,,,,,,,,,
2.20,0.388738508622212,3,,,,,,,,,,
2.21,0.393873454163388,3,,,,,,,,,,
2.22,0.399132414816615,3,,,,,,,,,,
2.23,0.404503230983581,3,,,,,,,,,,
2.24,0.409973739178864,3,,,,,,,,,,
2.25,0.41553177591704,3,,,,,,,,,,
2.26,0.421165177712689,3,,,,,,,,,,
2.27,0.426861781080388,3,,,,,,,,,,
2.28,0.432609422534716,3,,,,,,,,,,
2.29,0.438395938590249,3,,,,,,,,,,
2.30,0.444209165761567,3,,,,,,,,,,
2.31,0.450036940563247,3,,,,,,,,,,
2.32,0.455867099509867,3,,,,,,,,,,
2.33,0.461687479116005,3,,,,,,,,,,
2.34,0.46748591589624,3,,,,,,,,,,
2.35,0.473250246365148,3,,,,,,,,,,
2.36,0.478968307037308,3,,,,,,,,,,
2.37,0.484630021614291,3,,,,,,,,,,
2.38,0.490237228547929,3,,,,,,,,,,
2.39,0.495795987539913,3,,,,,,,,,,
2.40,0.501312363235133,3,,,,,,,,,,
2.41,0.506792420278475,3,,,,,,,,,,
2.42,0.51224222331483,3,,,,,,,,,,
2.43,0.517667836989085,3,,,,,,,,,,
2.44,0.523075325946129,3,,,,,,,,,,
2.45,0.528470754830851,3,,,,,,,,,,
2.46,0.533860188288138,3,,,,,,,,,,
2.47,0.53924969096288,3,,,,,,,,,,
2.48,0.544645327499965,3,,,,,,,,,,
2.49,0.550053162544282,3,,,,,,,,,,
2.50,0.555479260740719,3,,,,,,,,,,
2.51,0.560929686734165,3,,,,,,,,,,
2.52,0.56640964377125,3,,,,,,,,,,
2.53,0.57191930289444,3,,,,,,,,,,
2.54,0.577457013044126,3,,,,,,,,,,
2.55,0.583021120640708,3,,,,,,,,,,
2.56,0.588609972104583,3,,,,,,,,,,
2.57,0.594221913856147,3,,,,,,,,,,
2.58,0.599855292315799,3,,,,,,,,,,
2.59,0.605508453903936,3,,,,,,,,,,
2.60,0.611179745040955,3,,,,,,,,,,
2.61,0.616867512147254,3,,,,,,,,,,
2.62,0.622570101643231,3,,,,,,,,,,
2.63,0.628285859949282,3,,,,,,,,,,
2.64,0.634013133485806,3,,,,,,,,,,
2.65,0.639750268673199,3,,,,,,,,,,
2.66,0.645495611931861,3,,,,,,,,,,
2.67,0.651247509682187,3,,,,,,,,,,
2.68,0.657004308344575,3,,,,,,,,,,
2.69,0.662764354339424,3,,,,,,,,,,
2.70,0.66852599408713,3,,,,,,,,,,
2.71,0.67428757400809,3,,,,,,,,,,
2.72,0.680047440522704,3,,,,,,,,,,
2.73,0.685803940051367,3,,,,,,,,,,
2.74,0.691555419014477,3,,,,,,,,,,
2.75,0.697300223832433,3,,,,,,,,,,
2.76,0.703036700925631,3,,,,,,,,,,
2.77,0.708763196714469,3,,,,,,,,,,
2.78,0.714478057619344,3,,,,,,,,,,
2.79,0.720179630060654,3,,,,,,,,,,
2.80,0.725866260458797,3,,,,,,,,,,
2.81,0.731536295234169,3,,,,,,,,,,
2.82,0.737188080807169,3,,,,,,,,,,
2.83,0.742819963598194,3,,,,,,,,,,
2.84,0.748430662079977,3,,,,,,,,,,
2.85,0.754021178569753,3,,,,,,,,,,
2.86,0.759593381463379,3,,,,,,,,,,
2.87,0.765149140807914,3,,,,,,,,,,
2.88,0.770690326650416,3,,,,,,,,,,
2.89,0.776218809037942,3,,,,,,,,,,
2.90,0.781736458017552,3,,,,,,,,,,
2.91,0.787245143636302,3,,,,,,,,,,
2.92,0.792746735941252,3,,,,,,,,,,
2.93,0.798243104979458,3,,,,,,,,,,
2.94,0.80373612079798,3,,,,,,,,,,
2.95,0.809227653443875,3,,,,,,,,,,
2.96,0.814719572964201,3,,,,,,,,,,
2.97,0.820213749406016,3,,,,,,,,,,
2.98,0.825712052816378,3,,,,,,,,,,
2.99,0.831216353242346,3,,,,,,,,,,
3.00,0.836728520730978,3,,,,,,,,,,
3.01,0.842250425329331,3,,,,,,,,,,
3.02,0.847783937084463,3,,,,,,,,,,
3.03,0.853330926043433,3,,,,,,,,,,
3.04,0.858893262253299,3,,,,,,,,,,
3.05,0.864472815761118,3,,,,,,,,,,
3.06,0.870071456613949,3,,,,,,,,,,
3.07,0.87569105485885,3,,,,,,,,,,
3.08,0.881333480542879,3,,,,,,,,,,
3.09,0.887000603713094,3,,,,,,,,,,
3.10,0.892694294416552,3,,,,,,,,,,
3.11,0.898416422700313,3,,,,,,,,,,
3.12,0.904168858611433,3,,,,,,,,,,
3.13,0.909953472196972,3,,,,,,,,,,
3.14,0.915772133503987,3,,,,,,,,,,
3.15,0.921627599276771,3,,,,,,,,,,
3.16,0.927528338826961,3,,,,,,,,,,
3.17,0.933485086308272,3,,,,,,,,,,
3.18,0.939508581557826,3,,,,,,,,,,
3.19,0.945609564412746,3,,,,,,,,,,
3.20,0.951798774710153,3,,,,,,,,,,
3.21,0.958086952287169,3,,,,,,,,,,
3.22,0.964484836980917,3,,,,,,,,,,
3.23,0.970967288184025,3,,,,,,,,,,
3.24,0.977275088222311,3,,,,,,,,,,
3.25,0.983055148983369,3,,,,,,,,,,
3.26,0.98795413071824,3,,,,,,,,,,
3.27,0.991680108845426,3,,,,,,,,,,
3.28,0.994344343126546,3,,,,,,,,,,
3.29,0.996220705121176,3,,,,,,,,,,
3.30,0.99758351662249,3,,,,,,,,,,
3.31,0.998681794806613,3,,,,,,,,,,
3.32,0.99959738707374,3,,,,,,,,,,
3.33,1,3,,,,,,,,,,
3.34,1,3,,,,,,,,,,
3.35,1,3,,,,,,,,,,
3.36,1,3,,,,,,,,,,
3.37,1,3,,,,,,,,,,
3.38,1,3,,,,,,,,,,
3.39,1,3,,,,,,,,,,
3.40,1,3,,,,,,,,,,
3.41,1,3,,,,,,,,,,
3.42,1,3,,,,,,,,,,
3.43,1,3,,,,,,,,,,
3.44,1,3,,,,,,,,,,
3.45,1,3,,,,,,,,,,
3.46,1,3,,,,,,,,,,
3.47,1,3,,,,,,,,,,
3.48,1,3,,,,,,,,,,
3.49,1,3,,,,,,,,,,
3.50,1,3,,,,,,,,,,
3.51,1,3,,,,,,,,,,
3.52,1,3,,,,,,,,,,
3.53,1,3,,,,,,,,,,
3.54,1,3,,,,,,,,,,
3.55,1,3,,,,,,,,,,
3.56,1,3,,,,,,,,,,
3.57,1,3,,,,,,,,,,
3.58,1,3,,,,,,,,,,
3.59,1,3,,,,,,,,,,
3.60,1,3,,,,,,,,,,
3.61,1,3,,,,,,,,,,
3.62,1,3,,,,,,,,,,
3.63,1,3,,,,,,,,,,
3.64,1,3,,,,,,,,,,
3.65,1,3,,,,,,,,,,
3.66,1,3,,,,,,,,,,
3.67,1,3,,,,,,,,,,
3.68,1,3,,,,,,,,,,
3.69,1,3,,,,,,,,,,
3.70,1,3,,,,,,,,,,
3.71,1,3,,,,,,,,,,
3.72,1,3,,,,,,,,,,
3.73,1,3,,,,,,,,,,
3.74,1,3,,,,,,,,,,
3.75,1,3,,,,,,,,,,
3.76,1,3,,,,,,,,,,
3.77,1,3,,,,,,,,,,
3.78,1,3,,,,,,,,,,
3.79,1,3,,,,,,,,,,
3.80,1,3,,,,,,,,,,
3.81,1,3,,,,,,,,,,
3.82,1,3,,,,,,,,,,
3.83,1,3,,,,,,,,,,
3.84,1,3,,,,,,,,,,
3.85,1,3,,,,,,,,,,
3.86,1,3,,,,,,,,,,
3.87,1,3,,,,,,,,,,
3.88,1,3,,,,,,,,,,
3.89,1,3,,,,,,,,,,
3.90,1,3,,,,,,,,,,
3.91,1,3,,,,,,,,,,
3.92,1,3,,,,,,,,,,
3.93,1,3,,,,,,,,,,
3.94,1,3,,,,,,,,,,
3.95,1,3,,,,,,,,,,
3.96,1,3,,,,,,,,,,
3.97,1,3,,,,,,,,,,
3.98,1,3,,,,,,,,,,
3.99,1,3,,,,,,,,,,
4.00,1,3,,,,,,,,,,
4.01,1,3,,,,,,,,,,
4.02,1,3,,,,,,,,,,
4.03,1,3,,,,,,,,,,
4.04,1,3,,,,,,,,,,
4.05,1,3,,,,,,,,,,
4.06,1,3,,,,,,,,,,
4.07,1,3,,,,,,,,,,
4.08,1,3,,,,,,,,,,
4.09,1,3,,,,,,,,,,
4.10,1,3,,,,,,,,,,
4.11,1,3,,,,,,,,,,
4.12,1,3,,,,,,,,,,
4.13,1,3,,,,,,,,,,
4.14,1,3,,,,,,,,,,
4.15,1,3,,,,,,,,,,
4.16,1,3,,,,,,,,,,
4.17,1,3,,,,,,,,,,
4.18,1,3,,,,,,,,,,
4.19,1,3,,,,,,,,,,
4.20,1,3,,,,,,,,,,
4.21,1,3,,,,,,,,,,
4.22,1,3,,,,,,,,,,
4.23,1,3,,,,,,,,,,
4.24,1,3,,,,,,,,,,
4.25,1,3,,,,,,,,,,
4.26,1,3,,,,,,,,,,
4.27,1,3,,,,,,,,,,
4.28,1,3,,,,,,,,,,
4.29,1,3,,,,,,,,,,
4.30,1,3,,,,,,,,,,
4.31,1,3,,,,,,,,,,
4.32,1,3,,,,,,,,,,
4.33,1,3,,,,,,,,,,
4.34,1,3,,,,,,,,,,
4.35,1,3,,,,,,,,,,
4.36,1,3,,,,,,,,,,
4.37,1,3,,,,,,,,,,
4.38,1,3,,,,,,,,,,
4.39,1,3,,,,,,,,,,
4.40,1,3,,,,,,,,,,
4.41,1,3,,,,,,,,,,
4.42,1,3,,,,,,,,,,
4.43,1,3,,,,,,,,,,
4.44,1,3,,,,,,,,,,
4.45,1,3,,,,,,,,,,
4.46,1,3,,,,,,,,,,
4.47,1,3,,,,,,,,,,
4.48,1,3,,,,,,,,,,
4.49,1,3,,,,,,,,,,
4.50,1,3,,,,,,,,,,
4.51,1,3,,,,,,,,,,
4.52,1,3,,,,,,,,,,
4.53,1,3,,,,,,,,,,
4.54,1,3,,,,,,,,,,
4.55,1,3,,,,,,,,,,
4.56,1,3,,,,,,,,,,
4.57,1,3,,,,,,,,,,
4.58,1,3,,,,,,,,,,
4.59,1,3,,,,,,,,,,
4.60,1,3,,,,,,,,,,
4.61,1,3,,,,,,,,,,
4.62,1,3,,,,,,,,,,
4.63,1,3,,,,,,,,,,
4.64,1,3,,,,,,,,,,
4.65,1,3,,,,,,,,,,
4.66,1,3,,,,,,,,,,
4.67,1,3,,,,,,,,,,
4.68,1,3,,,,,,,,,,
4.69,1,3,,,,,,,,,,
4.70,1,3,,,,,,,,,,
4.71,1,3,,,,,,,,,,
4.72,1,3,,,,,,,,,,
4.73,1,3,,,,,,,,,,
4.74,1,3,,,,,,,,,,
4.75,1,3,,,,,,,,,,
4.76,1,3,,,,,,,,,,
4.77,1,3,,,,,,,,,,
4.78,1,3,,,,,,,,,,
4.79,1,3,,,,,,,,,,
4.80,1,3,,,,,,,,,,
4.81,1,3,,,,,,,,,,
4.82,1,3,,,,,,,,,,
4.83,1,3,,,,,,,,,,
4.84,1,3,,,,,,,,,,
4.85,1,3,,,,,,,,,,
4.86,1,3,,,,,,,,,,
4.87,1,3,,,,,,,,,,
4.88,1,3,,,,,,,,,,
4.89,1,3,,,,,,,,,,
4.90,1,3,,,,,,,,,,
4.91,1,3,,,,,,,,,,
4.92,1,3,,,,,,,,,,
4.93,1,3,,,,,,,,,,
4.94,1,3,,,,,,,,,,
4.95,1,3,,,,,,,,,,
4.96,1,3,,,,,,,,,,
4.97,1,3,,,,,,,,,,
4.98,1,3,,,,,,,,,,
4.99,1,3,,,,,,,,,,
5.00,1,3,,,,,,,,,,
5.01,1,3,,,,,,,,,,
5.02,1,3,,,,,,,,,,
5.03,1,3,,,,,,,,,,
5.04,1,3,,,,,,,,,,
5.05,1,3,,,,,,,,,,
5.06,1,3,,,,,,,,,,
5.07,1,3,,,,,,,,,,
5.08,1,3,,,,,,,,,,
5.09,1,3,,,,,,,,,,
5.10,1,3,,,,,,,,,,
5.11,1,3,,,,,,,,,,
5.12,1,3,,,,,,,,,,
5.13,1,3,,,,,,,,,,
5.14,1,3,,,,,,,,,,
5.15,1,3,,,,,,,,,,
5.16,1,3,,,,,,,,,,
5.17,1,3,,,,,,,,,,
5.18,1,3,,,,,,,,,,
5.19,1,3,,,,,,,,,,
5.20,1,3,,,,,,,,,,
5.21,1,3,,,,,,,,,,
5.22,1,3,,,,,,,,,,
5.23,1,3,,,,,,,,,,
5.24,1,3,,,,,,,,,,
5.25,1,3,,,,,,,,,,
5.26,1,3,,,,,,,,,,
5.27,1,3,,,,,,,,,,
5.28,1,3,,,,,,,,,,
5.29,1,3,,,,,,,,,,
5.30,1,3,,,,,,,,,,
5.31,1,3,,,,,,,,,,
5.32,1,3,,,,,,,,,,
5.33,1,3,,,,,,,,,,
5.34,1,3,,,,,,,,,,
5.35,1,3,,,,,,,,,,
5.36,1,3,,,,,,,,,,
5.37,1,3,,,,,,,,,,
5.38,1,3,,,,,,,,,,
5.39,1,3,,,,,,,,,,
5.40,1,3,,,,,,,,,,
5.41,1,3,,,,,,,,,,
5.42,1,3,,,,,,,,,,
5.43,1,3,,,,,,,,,,
5.44,1,3,,,,,,,,,,
5.45,1,3,,,,,,,,,,
5.46,1,3,,,,,,,,,,
5.47,1,3,,,,,,,,,,
5.48,1,3,,,,,,,,,,
5.49,1,3,,,,,,,,,,
5.50,1,3,,,,,,,,,,
5.51,1,3,,,,,,,,,,
5.52,1,3,,,,,,,,,,
5.53,1,3,,,,,,,,,,
5.54,1,3,,,,,,,,,,
5.55,1,3,,,,,,,,,,
5.56,1,3,,,,,,,,,,
5.57,1,3,,,,,,,,,,
5.58,1,3,,,,,,,,,,
5.59,1,3,,,,,,,,,,
5.60,1,3,,,,,,,,,,
5.61,1,3,,,,,,,,,,
5.62,1,3,,,,,,,,,,
5.63,1,3,,,,,,,,,,
5.64,1,3,,,,,,,,,,
5.65,1,3,,,,,,,,,,
5.66,1,3,,,,,,,,,,
5.67,1,3,,,,,,,,,,
5.68,1,3,,,,,,,,,,
5.69,1,3,,,,,,,,,,
5.70,1,3,,,,,,,,,,
5.71,1,3,,,,,,,,,,
5.72,1,3,,,,,,,,,,
5.73,1,3,,,,,,,,,,
5.74,1,3,,,,,,,,,,
5.75,1,3,,,,,,,,,,
5.76,1,3,,,,,,,,,,
5.77,1,3,,,,,,,,,,
5.78,1,3,,,,,,,,,,
5.79,1,3,,,,,,,,,,
5.80,1,3,,,,,,,,,,
5.81,1,3,,,,,,,,,,
5.82,1,3,,,,,,,,,,
5.83,1,3,,,,,,,,,,
5.84,1,3,,,,,,,,,,
5.85,1,3,,,,,,,,,,
5.86,1,3,,,,,,,,,,
5.87,1,3,,,,,,,,,,
5.88,1,3,,,,,,,,,,
5.89,1,3,,,,,,,,,,
5.90,1,3,,,,,,,,,,
5.91,1,3,,,,,,,,,,
5.92,1,3,,,,,,,,,,
5.93,1,3,,,,,,,,,,
5.94,1,3,,,,,,,,,,
5.95,1,3,,,,,,,,,,
5.96,1,3,,,,,,,,,,
5.97,1,3,,,,,,,,,,
5.98,1,3,,,,,,,,,,
5.99,1,3,,,,,,,,,,
6.00,1,3,,,,,,,,,,
6.01,1,3,,,,,,,,,,
6.02,1,3,,,,,,,,,,
6.03,1,3,,,,,,,,,,
6.04,1,3,,,,,,,,,,
6.05,1,3,,,,,,,,,,
6.06,1,3,,,,,,,,,,
6.07,1,3,,,,,,,,,,
6.08,1,3,,,,,,,,,,
6.09,1,3,,,,,,,,,,
6.10,1,3,,,,,,,,,,
6.11,1,3,,,,,,,,,,
6.12,1,3,,,,,,,,,,
6.13,1,3,,,,,,,,,,
6.14,1,3,,,,,,,,,,
6.15,1,3,,,,,,,,,,
6.16,1,3,,,,,,,,,,
6.17,1,3,,,,,,,,,,
6.18,1,3,,,,,,,,,,
6.19,1,3,,,,,,,,,,
6.20,1,3,,,,,,,,,,
6.21,1,3,,,,,,,,,,
6.22,1,3,,,,,,,,,,
6.23,1,3,,,,,,,,,,
6.24,1,3,,,,,,,,,,
6.25,1,3,,,,,,,,,,
6.26,1,3,,,,,,,,,,
6.27,1,3,,,,,,,,,,
6.28,1,3,,,,,,,,,,
6.29,1,3,,,,,,,,,,
6.30,1,3,,,,,,,,,,
6.31,1,3,,,,,,,,,,
6.32,1,3,,,,,,,,,,
6.33,1,3,,,,,,,,,,
6.34,1,3,,,,,,,,,,
6.35,1,3,,,,,,,,,,
6.36,1,3,,,,,,,,,,
6.37,1,3,,,,,,,,,,
6.38,1,3,,,,,,,,,,
6.39,1,3,,,,,,,,,,
6.40,1,3,,,,,,,,,,
6.41,1,3,,,,,,,,,,
6.42,1,3,,,,,,,,,,
6.43,1,3,,,,,,,,,,
6.44,1,3,,,,,,,,,,
6.45,1,3,,,,,,,,,,
6.46,1,3,,,,,,,,,,
6.47,1,3,,,,,,,,,,
6.48,1,3,,,,,,,,,,
6.49,1,3,,,,,,,,,,
6.50,1,3,,,,,,,,,,
6.51,1,3,,,,,,,,,,
6.52,1,3,,,,,,,,,,
6.53,1,3,,,,,,,,,,
6.54,1,3,,,,,,,,,,
6.55,1,3,,,,,,,,,,
6.56,1,3,,,,,,,,,,
6.57,1,3,,,,,,,,,,
6.58,1,3,,,,,,,,,,
6.59,1,3,,,,,,,,,,
6.60,1,3,,,,,,,,,,
6.61,1,3,,,,,,,,,,
6.62,1,3,,,,,,,,,,
6.63,1,3,,,,,,,,,,
6.64,1,3,,,,,,,,,,
6.65,1,3,,,,,,,,,,
6.66,1,3,,,,,,,,,,
6.67,1,3,,,,,,,,,,
6.68,1,3,,,,,,,,,,
6.69,1,3,,,,,,,,,,
6.70,1,3,,,,,,,,,,
6.71,1,3,,,,,,,,,,
6.72,1,3,,,,,,,,,,
6.73,1,3,,,,,,,,,,
6.74,1,3,,,,,,,,,,
6.75,1,3,,,,,,,,,,
6.76,1,3,,,,,,,,,,
6.77,1,3,,,,,,,,,,
6.78,1,3,,,,,,,,,,
6.79,1,3,,,,,,,,,,
6.80,1,3,,,,,,,,,,
6.81,1,3,,,,,,,,,,
6.82,1,3,,,,,,,,,,
6.83,1,3,,,,,,,,,,
6.84,1,3,,,,,,,,,,
6.85,1,3,,,,,,,,,,
6.86,1,3,,,,,,,,,,
6.87,1,3,,,,,,,,,,
6.88,1,3,,,,,,,,,,
6.89,1,3,,,,,,,,,,
6.90,1,3,,,,,,,,,,
6.91,1,3,,,,,,,,,,
6.92,1,3,,,,,,,,,,
6.93,1,3,,,,,,,,,,
6.94,1,3,,,,,,,,,,
6.95,1,3,,,,,,,,,,
6.96,1,3,,,,,,,,,,
6.97,1,3,,,,,,,,,,
6.98,1,3,,,,,,,,,,
6.99,1,3,,,,,,,,,,
7.00,1,3,,,,,,,,,,
7.01,1,3,,,,,,,,,,
7.02,1,3,,,,,,,,,,
7.03,1,3,,,,,,,,,,
7.04,1,3,,,,,,,,,,
7.05,1,3,,,,,,,,,,
7.06,1,3,,,,,,,,,,
7.07,1,3,,,,,,,,,,
7.08,1,3,,,,,,,,,,
7.09,1,3,,,,,,,,,,
7.10,1,3,,,,,,,,,,
7.11,1,3,,,,,,,,,,
7.12,1,3,,,,,,,,,,
7.13,1,3,,,,,,,,,,
7.14,1,3,,,,,,,,,,
7.15,1,3,,,,,,,,,,
7.16,1,3,,,,,,,,,,
7.17,1,3,,,,,,,,,,
7.18,1,3,,,,,,,,,,
7.19,1,3,,,,,,,,,,
7.20,1,3,,,,,,,,,,
7.21,1,3,,,,,,,,,,
7.22,1,3,,,,,,,,,,
7.23,1,3,,,,,,,,,,
7.24,1,3,,,,,,,,,,
7.25,1,3,,,,,,,,,,
7.26,1,3,,,,,,,,,,
7.27,1,3,,,,,,,,,,
7.28,1,3,,,,,,,,,,
7.29,1,3,,,,,,,,,,
7.30,1,3,,,,,,,,,,
7.31,1,3,,,,,,,,,,
7.32,1,3,,,,,,,,,,
7.33,1,3,,,,,,,,,,
7.34,1,3,,,,,,,,,,
7.35,1,3,,,,,,,,,,
7.36,1,3,,,,,,,,,,
7.37,1,3,,,,,,,,,,
7.38,1,3,,,,,,,,,,
7.39,1,3,,,,,,,,,,
7.40,1,3,,,,,,,,,,
7.41,1,3,,,,,,,,,,
7.42,1,3,,,,,,,,,,
7.43,1,3,,,,,,,,,,
7.44,1,3,,,,,,,,,,
7.45,1,3,,,,,,,,,,
7.46,1,3,,,,,,,,,,
7.47,1,3,,,,,,,,,,
7.48,1,3,,,,,,,,,,
7.49,1,3,,,,,,,,,,
7.50,1,3,,,,,,,,,,
7.51,1,3,,,,,,,,,,
7.52,1,3,,,,,,,,,,
7.53,1,3,,,,,,,,,,
7.54,1,3,,,,,,,,,,
7.55,1,3,,,,,,,,,,
7.56,1,3,,,,,,,,,,
7.57,1,3,,,,,,,,,,
7.58,1,3,,,,,,,,,,
7.59,1,3,,,,,,,,,,
7.60,1,3,,,,,,,,,,
7.61,1,3,,,,,,,,,,
7.62,1,3,,,,,,,,,,
7.63,1,3,,,,,,,,,,
7.64,1,3,,,,,,,,,,
7.65,1,3,,,,,,,,,,
7.66,1,3,,,,,,,,,,
7.67,1,3,,,,,,,,,,
7.68,1,3,,,,,,,,,,
7.69,1,3,,,,,,,,,,
7.70,1,3,,,,,,,,,,
7.71,1,3,,,,,,,,,,
7.72,1,3,,,,,,,,,,
7.73,1,3,,,,,,,,,,
7.74,1,3,,,,,,,,,,
7.75,1,3,,,,,,,,,,
7.76,1,3,,,,,,,,,,
7.77,1,3,,,,,,,,,,
7.78,1,3,,,,,,,,,,
7.79,1,3,,,,,,,,,,
7.80,1,3,,,,,,,,,,
7.81,1,3,,,,,,,,,,
7.82,1,3,,,,,,,,,,
7.83,1,3,,,,,,,,,,
7.84,1,3,,,,,,,,,,
7.85,1,3,,,,,,,,,,
7.86,1,3,,,,,,,,,,
7.87,1,3,,,,,,,,,,
7.88,1,3,,,,,,,,,,
7.89,1,3,,,,,,,,,,
7.90,1,3,,,,,,,,,,
7.91,1,3,,,,,,,,,,
7.92,1,3,,,,,,,,,,
7.93,1,3,,,,,,,,,,
7.94,1,3,,,,,,,,,,
7.95,1,3,,,,,,,,,,
7.96,1,3,,,,,,,,,,
7.97,1,3,,,,,,,,,,
7.98,1,3,,,,,,,,,,
7.99,1,3,,,,,,,,,,
8.00,1,3,,,,,,,,,,
8.01,1,3,,,,,,,,,,
8.02,1,3,,,,,,,,,,
8.03,1,3,,,,,,,,,,
8.04,1,3,,,,,,,,,,
8.05,1,3,,,,,,,,,,
8.06,1,3,,,,,,,,,,
8.07,1,3,,,,,,,,,,
8.08,1,3,,,,,,,,,,
8.09,1,3,,,,,,,,,,
8.10,1,3,,,,,,,,,,
8.11,1,3,,,,,,,,,,
8.12,1,3,,,,,,,,,,
8.13,1,3,,,,,,,,,,
8.14,1,3,,,,,,,,,,
8.15,1,3,,,,,,,,,,
8.16,1,3,,,,,,,,,,
8.17,1,3,,,,,,,,,,
8.18,1,3,,,,,,,,,,
8.19,1,3,,,,,,,,,,
8.20,1,3,,,,,,,,,,
8.21,1,3,,,,,,,,,,
8.22,1,3,,,,,,,,,,
8.23,1,3,,,,,,,,,,
8.24,1,3,,,,,,,,,,
8.25,1,3,,,,,,,,,,
8.26,1,3,,,,,,,,,,
8.27,1,3,,,,,,,,,,
8.28,1,3,,,,,,,,,,
8.29,1,3,,,,,,,,,,
8.30,1,3,,,,,,,,,,
8.31,1,3,,,,,,,,,,
8.32,1,3,,,,,,,,,,
8.33,1,3,,,,,,,,,,
8.34,1,3,,,,,,,,,,
8.35,1,3,,,,,,,,,,
8.36,1,3,,,,,,,,,,
8.37,1,3,,,,,,,,,,
8.38,1,3,,,,,,,,,,
